Library Type,Region,Country or Area,M49 Code,Metric,Metric Data,Data Year
National,Latin America and the Caribbean,Ecuador,218,Users,-,-
National,Latin America and the Caribbean,Ecuador,218,Visits,-,-
National,Latin America and the Caribbean,Ecuador,218,Loans_books,-,-
National,Latin America and the Caribbean,Ecuador,218,Loans_documents,-,-
National,Latin America and the Caribbean,Ecuador,218,Loans_eBooks,-,-
National,Latin America and the Caribbean,Ecuador,218,Loans_audio_books,-,-
National,Latin America and the Caribbean,Ecuador,218,Loans_downloads,-,-
National,Latin America and the Caribbean,El Salvador,222,Libraries,2,2016
National,Latin America and the Caribbean,El Salvador,222,Internet_Access,2,2016
National,Latin America and the Caribbean,El Salvador,222,Staff,53,2016
National,Latin America and the Caribbean,El Salvador,222,Volunteers,53,2016
National,Latin America and the Caribbean,El Salvador,222,Users,32171,2016
National,Latin America and the Caribbean,El Salvador,222,Visits,6774,2016
National,Latin America and the Caribbean,El Salvador,222,Loans_books,38768,2016
National,Latin America and the Caribbean,El Salvador,222,Loans_documents,150,2016
National,Latin America and the Caribbean,El Salvador,222,Loans_eBooks,280,2016
National,Latin America and the Caribbean,El Salvador,222,Loans_audio_books,-,-
National,Latin America and the Caribbean,El Salvador,222,Loans_downloads,489,2016
National,Latin America and the Caribbean,Guadeloupe,312,Libraries,N/A,2017
National,Latin America and the Caribbean,Guadeloupe,312,Internet_Access,N/A,2017
National,Latin America and the Caribbean,Guadeloupe,312,Staff,N/A,2017
National,Latin America and the Caribbean,Guadeloupe,312,Volunteers,N/A,2017
National,Latin America and the Caribbean,Guadeloupe,312,Users,N/A,2017
National,Latin America and the Caribbean,Guadeloupe,312,Visits,N/A,2017
National,Latin America and the Caribbean,Guadeloupe,312,Loans_books,N/A,2017
National,Latin America and the Caribbean,Guadeloupe,312,Loans_documents,N/A,2017
National,Latin America and the Caribbean,Guadeloupe,312,Loans_eBooks,N/A,2017
National,Latin America and the Caribbean,Guadeloupe,312,Loans_audio_books,N/A,2017
National,Latin America and the Caribbean,Guadeloupe,312,Loans_downloads,N/A,2017
National,Latin America and the Caribbean,Guyana,328,Libraries,5,2017
National,Latin America and the Caribbean,Guyana,328,Internet_Access,4,2017
National,Latin America and the Caribbean,Guyana,328,Staff,-,-
National,Latin America and the Caribbean,Guyana,328,Volunteers,15,2017
National,Latin America and the Caribbean,Guyana,328,Users,46634,2017
National,Latin America and the Caribbean,Guyana,328,Visits,-,-
National,Latin America and the Caribbean,Guyana,328,Loans_books,-,-
National,Latin America and the Caribbean,Guyana,328,Loans_documents,-,-
National,Latin America and the Caribbean,Guyana,328,Loans_eBooks,-,-
National,Latin America and the Caribbean,Guyana,328,Loans_audio_books,-,-
National,Latin America and the Caribbean,Guyana,328,Loans_downloads,-,-
National,Latin America and the Caribbean,Honduras,340,Libraries,-,-
National,Latin America and the Caribbean,Honduras,340,Internet_Access,-,-
National,Latin America and the Caribbean,Honduras,340,Staff,-,-
National,Latin America and the Caribbean,Honduras,340,Volunteers,-,-
National,Latin America and the Caribbean,Honduras,340,Users,-,-
National,Latin America and the Caribbean,Honduras,340,Visits,-,-
National,Latin America and the Caribbean,Honduras,340,Loans_books,-,-
National,Latin America and the Caribbean,Honduras,340,Loans_documents,-,-
National,Latin America and the Caribbean,Honduras,340,Loans_eBooks,-,-
National,Latin America and the Caribbean,Honduras,340,Loans_audio_books,-,-
National,Latin America and the Caribbean,Honduras,340,Loans_downloads,-,-
National,Latin America and the Caribbean,Jamaica,388,Libraries,1,2017
National,Latin America and the Caribbean,Jamaica,388,Internet_Access,1,2017
National,Latin America and the Caribbean,Jamaica,388,Staff,78,2017
National,Latin America and the Caribbean,Jamaica,388,Volunteers,N/A,2017
National,Latin America and the Caribbean,Jamaica,388,Users,8419,2017
National,Latin America and the Caribbean,Jamaica,388,Visits,9136,2017
National,Latin America and the Caribbean,Jamaica,388,Loans_books,24039,2017
National,Latin America and the Caribbean,Jamaica,388,Loans_documents,1,2017
National,Latin America and the Caribbean,Jamaica,388,Loans_eBooks,0,2017
National,Latin America and the Caribbean,Jamaica,388,Loans_audio_books,0,2017
National,Latin America and the Caribbean,Jamaica,388,Loans_downloads,0,2017
National,Latin America and the Caribbean,Martinique,474,Libraries,N/A,2017
National,Latin America and the Caribbean,Martinique,474,Internet_Access,N/A,2017
National,Latin America and the Caribbean,Martinique,474,Staff,N/A,2017
National,Latin America and the Caribbean,Martinique,474,Volunteers,N/A,2017
National,Latin America and the Caribbean,Martinique,474,Users,N/A,2017
National,Latin America and the Caribbean,Martinique,474,Visits,N/A,2017
National,Latin America and the Caribbean,Martinique,474,Loans_books,N/A,2017
National,Latin America and the Caribbean,Martinique,474,Loans_documents,N/A,2017
National,Latin America and the Caribbean,Martinique,474,Loans_eBooks,N/A,2017
National,Latin America and the Caribbean,Martinique,474,Loans_audio_books,N/A,2017
National,Latin America and the Caribbean,Martinique,474,Loans_downloads,N/A,2017
National,Latin America and the Caribbean,Mexico,484,Libraries,1,2016
National,Latin America and the Caribbean,Mexico,484,Internet_Access,1,2016
National,Latin America and the Caribbean,Mexico,484,Staff,200,2016
National,Latin America and the Caribbean,Mexico,484,Volunteers,-,-
National,Latin America and the Caribbean,Mexico,484,Users,8542,2016
National,Latin America and the Caribbean,Mexico,484,Visits,1709348,2016
National,Latin America and the Caribbean,Mexico,484,Loans_books,44364,2016
National,Latin America and the Caribbean,Mexico,484,Loans_documents,-,-
National,Latin America and the Caribbean,Mexico,484,Loans_eBooks,297,2016
National,Latin America and the Caribbean,Mexico,484,Loans_audio_books,-,-
National,Latin America and the Caribbean,Mexico,484,Loans_downloads,13567,2016
National,Latin America and the Caribbean,Nicaragua,558,Libraries,1,2018
National,Latin America and the Caribbean,Nicaragua,558,Internet_Access,1,2018
National,Latin America and the Caribbean,Nicaragua,558,Staff,45,2018
National,Latin America and the Caribbean,Nicaragua,558,Volunteers,7,2018
National,Latin America and the Caribbean,Nicaragua,558,Users,300,2018
National,Latin America and the Caribbean,Nicaragua,558,Visits,4800,2018
National,Latin America and the Caribbean,Nicaragua,558,Loans_books,100430,2018
National,Latin America and the Caribbean,Nicaragua,558,Loans_documents,-,-
National,Latin America and the Caribbean,Nicaragua,558,Loans_eBooks,N/A,2018
National,Latin America and the Caribbean,Nicaragua,558,Loans_audio_books,N/A,2018
National,Latin America and the Caribbean,Nicaragua,558,Loans_downloads,N/A,2018
National,Latin America and the Caribbean,Panama,591,Libraries,3,2016
National,Latin America and the Caribbean,Panama,591,Internet_Access,1,2016
National,Latin America and the Caribbean,Panama,591,Staff,26,2014
National,Latin America and the Caribbean,Panama,591,Volunteers,3,2016
National,Latin America and the Caribbean,Panama,591,Users,12177,2016
National,Latin America and the Caribbean,Panama,591,Visits,3400,2016
National,Latin America and the Caribbean,Panama,591,Loans_books,81788,2016
National,Latin America and the Caribbean,Panama,591,Loans_documents,-,-
National,Latin America and the Caribbean,Panama,591,Loans_eBooks,-,-
National,Latin America and the Caribbean,Panama,591,Loans_audio_books,-,-
National,Latin America and the Caribbean,Panama,591,Loans_downloads,-,-
National,Latin America and the Caribbean,Paraguay,600,Libraries,3,2018
National,Latin America and the Caribbean,Paraguay,600,Internet_Access,3,2018
National,Latin America and the Caribbean,Paraguay,600,Staff,34,2019
National,Latin America and the Caribbean,Paraguay,600,Volunteers,0,2019
National,Latin America and the Caribbean,Paraguay,600,Users,679,2018
National,Latin America and the Caribbean,Paraguay,600,Visits,1384,2018
National,Latin America and the Caribbean,Paraguay,600,Loans_books,638,2018
National,Latin America and the Caribbean,Paraguay,600,Loans_documents,55,2018
National,Latin America and the Caribbean,Paraguay,600,Loans_eBooks,-,-
National,Latin America and the Caribbean,Paraguay,600,Loans_audio_books,N/A,2018
National,Latin America and the Caribbean,Paraguay,600,Loans_downloads,683,2018
National,Latin America and the Caribbean,Peru,604,Libraries,8,2013
National,Latin America and the Caribbean,Peru,604,Internet_Access,8,2013
National,Latin America and the Caribbean,Peru,604,Staff,-,-
National,Latin America and the Caribbean,Peru,604,Volunteers,-,-
National,Latin America and the Caribbean,Peru,604,Users,-,-
National,Latin America and the Caribbean,Peru,604,Visits,1087047,2013
National,Latin America and the Caribbean,Peru,604,Loans_books,-,-
National,Latin America and the Caribbean,Peru,604,Loans_documents,-,-
National,Latin America and the Caribbean,Peru,604,Loans_eBooks,-,-
National,Latin America and the Caribbean,Peru,604,Loans_audio_books,-,-
National,Latin America and the Caribbean,Peru,604,Loans_downloads,-,-
National,Latin America and the Caribbean,Suriname,740,Libraries,N/A,2018
National,Latin America and the Caribbean,Suriname,740,Internet_Access,N/A,2018
National,Latin America and the Caribbean,Suriname,740,Staff,N/A,2018
National,Latin America and the Caribbean,Suriname,740,Volunteers,N/A,2018
National,Latin America and the Caribbean,Suriname,740,Users,N/A,2018
National,Latin America and the Caribbean,Suriname,740,Visits,N/A,2018
National,Latin America and the Caribbean,Suriname,740,Loans_books,N/A,2018
National,Latin America and the Caribbean,Suriname,740,Loans_documents,N/A,2018
National,Latin America and the Caribbean,Suriname,740,Loans_eBooks,N/A,2018
National,Latin America and the Caribbean,Suriname,740,Loans_audio_books,N/A,2018
National,Latin America and the Caribbean,Suriname,740,Loans_downloads,N/A,2018
National,Latin America and the Caribbean,Trinidad and Tobago,780,Libraries,1,2016
National,Latin America and the Caribbean,Trinidad and Tobago,780,Internet_Access,1,2016
National,Latin America and the Caribbean,Trinidad and Tobago,780,Staff,44,2016
National,Latin America and the Caribbean,Trinidad and Tobago,780,Volunteers,-,-
National,Latin America and the Caribbean,Trinidad and Tobago,780,Users,-,-
National,Latin America and the Caribbean,Trinidad and Tobago,780,Visits,3980,2016
National,Latin America and the Caribbean,Trinidad and Tobago,780,Loans_books,9096,2016
National,Latin America and the Caribbean,Trinidad and Tobago,780,Loans_documents,20,2016
National,Latin America and the Caribbean,Trinidad and Tobago,780,Loans_eBooks,N/A,2017
National,Latin America and the Caribbean,Trinidad and Tobago,780,Loans_audio_books,-,-
National,Latin America and the Caribbean,Trinidad and Tobago,780,Loans_downloads,-,-
National,Latin America and the Caribbean,Uruguay,858,Libraries,-,-
National,Latin America and the Caribbean,Uruguay,858,Internet_Access,-,-
National,Latin America and the Caribbean,Uruguay,858,Staff,-,-
National,Latin America and the Caribbean,Uruguay,858,Volunteers,-,-
National,Latin America and the Caribbean,Uruguay,858,Users,-,-
National,Latin America and the Caribbean,Uruguay,858,Visits,-,-
National,Latin America and the Caribbean,Uruguay,858,Loans_books,-,-
National,Latin America and the Caribbean,Uruguay,858,Loans_documents,-,-
National,Latin America and the Caribbean,Uruguay,858,Loans_eBooks,-,-
National,Latin America and the Caribbean,Uruguay,858,Loans_audio_books,-,-
National,Latin America and the Caribbean,Uruguay,858,Loans_downloads,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Libraries,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Internet_Access,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Staff,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Volunteers,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Users,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Visits,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Loans_books,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Loans_documents,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Loans_eBooks,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Loans_audio_books,-,-
National,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),862,Loans_downloads,-,-
National,Latin America and the Caribbean,Antigua and Barbuda,28,Libraries,N/A,2019
National,Latin America and the Caribbean,Antigua and Barbuda,28,Internet_Access,N/A,2019
National,Latin America and the Caribbean,Antigua and Barbuda,28,Staff,N/A,2019
National,Latin America and the Caribbean,Antigua and Barbuda,28,Volunteers,N/A,2019
National,Latin America and the Caribbean,Antigua and Barbuda,28,Users,N/A,2019
National,Latin America and the Caribbean,Antigua and Barbuda,28,Visits,N/A,2019
National,Latin America and the Caribbean,Antigua and Barbuda,28,Loans_books,N/A,2019
National,Latin America and the Caribbean,Antigua and Barbuda,28,Loans_documents,N/A,2019
National,Latin America and the Caribbean,Antigua and Barbuda,28,Loans_eBooks,N/A,2019
National,Latin America and the Caribbean,Antigua and Barbuda,28,Loans_audio_books,N/A,2019
National,Latin America and the Caribbean,Antigua and Barbuda,28,Loans_downloads,N/A,2019
National,Latin America and the Caribbean,Cuba,192,Libraries,1,2018
National,Latin America and the Caribbean,Cuba,192,Internet_Access,1,2018
National,Latin America and the Caribbean,Cuba,192,Staff,220,2018
National,Latin America and the Caribbean,Cuba,192,Volunteers,N/A,2018
National,Latin America and the Caribbean,Cuba,192,Users,2095,2018
National,Latin America and the Caribbean,Cuba,192,Visits,39640,2018
National,Latin America and the Caribbean,Cuba,192,Loans_books,41233,2018
National,Latin America and the Caribbean,Cuba,192,Loans_documents,15238,2018
National,Latin America and the Caribbean,Cuba,192,Loans_eBooks,N/A,2018
National,Latin America and the Caribbean,Cuba,192,Loans_audio_books,624,2018
National,Latin America and the Caribbean,Cuba,192,Loans_downloads,8029078,2018
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Libraries,-,-
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Internet_Access,-,-
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Staff,-,-
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Volunteers,-,-
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Users,-,-
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Visits,-,-
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Loans_books,-,-
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Loans_documents,-,-
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Loans_eBooks,-,-
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Loans_audio_books,-,-
National,Latin America and the Caribbean,Falkland Islands (Malvinas),238,Loans_downloads,-,-
National,Latin America and the Caribbean,Saint Lucia,662,Libraries,N/A,2018
National,Latin America and the Caribbean,Saint Lucia,662,Internet_Access,N/A,2018
National,Latin America and the Caribbean,Saint Lucia,662,Staff,N/A,2018
National,Latin America and the Caribbean,Saint Lucia,662,Volunteers,N/A,2018
National,Latin America and the Caribbean,Saint Lucia,662,Users,N/A,2018
National,Latin America and the Caribbean,Saint Lucia,662,Visits,N/A,2018
National,Latin America and the Caribbean,Saint Lucia,662,Loans_books,N/A,2018
National,Latin America and the Caribbean,Saint Lucia,662,Loans_documents,N/A,2018
National,Latin America and the Caribbean,Saint Lucia,662,Loans_eBooks,N/A,2018
National,Latin America and the Caribbean,Saint Lucia,662,Loans_audio_books,N/A,2018
National,Latin America and the Caribbean,Saint Lucia,662,Loans_downloads,N/A,2018
National,Asia,Armenia,51,Libraries,2,2016
National,Asia,Armenia,51,Internet_Access,2,2016
National,Asia,Armenia,51,Staff,395,2016
National,Asia,Armenia,51,Volunteers,11,2016
National,Asia,Armenia,51,Users,49793,2016
National,Asia,Armenia,51,Visits,494858,2016
National,Asia,Armenia,51,Loans_books,1992933,2016
National,Asia,Armenia,51,Loans_documents,0,2016
National,Asia,Armenia,51,Loans_eBooks,12833,2016
National,Asia,Armenia,51,Loans_audio_books,25,2016
National,Asia,Armenia,51,Loans_downloads,786,2016
National,Asia,Bahrain,48,Libraries,1,2018
National,Asia,Bahrain,48,Internet_Access,1,2018
National,Asia,Bahrain,48,Staff,50,2018
National,Asia,Bahrain,48,Volunteers,-,-
National,Asia,Bahrain,48,Users,-,-
National,Asia,Bahrain,48,Visits,-,-
National,Asia,Bahrain,48,Loans_books,-,-
National,Asia,Bahrain,48,Loans_documents,-,-
National,Asia,Bahrain,48,Loans_eBooks,-,-
National,Asia,Bahrain,48,Loans_audio_books,-,-
National,Asia,Bahrain,48,Loans_downloads,-,-
National,Asia,Bhutan,64,Libraries,1,2017
National,Asia,Bhutan,64,Internet_Access,-,-
National,Asia,Bhutan,64,Staff,7,2016
National,Asia,Bhutan,64,Volunteers,0,2017
National,Asia,Bhutan,64,Users,-,-
National,Asia,Bhutan,64,Visits,12700,2016
National,Asia,Bhutan,64,Loans_books,-,-
National,Asia,Bhutan,64,Loans_documents,-,-
National,Asia,Bhutan,64,Loans_eBooks,-,-
National,Asia,Bhutan,64,Loans_audio_books,-,-
National,Asia,Bhutan,64,Loans_downloads,-,-
National,Asia,Brunei Darussalam,96,Libraries,-,-
National,Asia,Brunei Darussalam,96,Internet_Access,-,-
National,Asia,Brunei Darussalam,96,Staff,-,-
National,Asia,Brunei Darussalam,96,Volunteers,-,-
National,Asia,Brunei Darussalam,96,Users,-,-
National,Asia,Brunei Darussalam,96,Visits,-,-
National,Asia,Brunei Darussalam,96,Loans_books,-,-
National,Asia,Brunei Darussalam,96,Loans_documents,-,-
National,Asia,Brunei Darussalam,96,Loans_eBooks,-,-
National,Asia,Brunei Darussalam,96,Loans_audio_books,-,-
National,Asia,Brunei Darussalam,96,Loans_downloads,-,-
National,Asia,Cambodia,116,Libraries,1,2017
National,Asia,Cambodia,116,Internet_Access,1,2017
National,Asia,Cambodia,116,Staff,21,2017
National,Asia,Cambodia,116,Volunteers,N/A,2017
National,Asia,Cambodia,116,Users,250,2017
National,Asia,Cambodia,116,Visits,13000,2017
National,Asia,Cambodia,116,Loans_books,2500,2017
National,Asia,Cambodia,116,Loans_documents,-,-
National,Asia,Cambodia,116,Loans_eBooks,-,-
National,Asia,Cambodia,116,Loans_audio_books,-,-
National,Asia,Cambodia,116,Loans_downloads,-,-
National,Asia,China,156,Libraries,1,2016
National,Asia,China,156,Internet_Access,1,2016
National,Asia,China,156,Staff,1529,2016
National,Asia,China,156,Volunteers,-,-
National,Asia,China,156,Users,3793000,2016
National,Asia,China,156,Visits,5639900,2016
National,Asia,China,156,Loans_books,24756100,2016
National,Asia,China,156,Loans_documents,-,-
National,Asia,China,156,Loans_eBooks,-,-
National,Asia,China,156,Loans_audio_books,-,-
National,Asia,China,156,Loans_downloads,-,-
National,Asia,"China, Hong Kong Special Administrative Region",344,Libraries,N/A,2017
National,Asia,"China, Hong Kong Special Administrative Region",344,Internet_Access,N/A,2017
National,Asia,"China, Hong Kong Special Administrative Region",344,Staff,N/A,2017
National,Asia,"China, Hong Kong Special Administrative Region",344,Volunteers,N/A,2017
National,Asia,"China, Hong Kong Special Administrative Region",344,Users,N/A,2017
National,Asia,"China, Hong Kong Special Administrative Region",344,Visits,N/A,2017
National,Asia,"China, Hong Kong Special Administrative Region",344,Loans_books,N/A,2017
National,Asia,"China, Hong Kong Special Administrative Region",344,Loans_documents,N/A,2017
National,Asia,"China, Hong Kong Special Administrative Region",344,Loans_eBooks,N/A,2017
National,Asia,"China, Hong Kong Special Administrative Region",344,Loans_audio_books,N/A,2017
National,Asia,"China, Hong Kong Special Administrative Region",344,Loans_downloads,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Libraries,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Internet_Access,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Staff,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Volunteers,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Users,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Visits,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Loans_books,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Loans_documents,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Loans_eBooks,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Loans_audio_books,N/A,2017
National,Asia,"China, Macao Special Administrative Region",446,Loans_downloads,N/A,2017
National,Asia,Cyprus,196,Libraries,3,2019
National,Asia,Cyprus,196,Internet_Access,3,2019
National,Asia,Cyprus,196,Staff,14,2019
National,Asia,Cyprus,196,Volunteers,0,2016
National,Asia,Cyprus,196,Users,11771,2016
National,Asia,Cyprus,196,Visits,10440,2016
National,Asia,Cyprus,196,Loans_books,7160,2016
National,Asia,Cyprus,196,Loans_documents,-,-
National,Asia,Cyprus,196,Loans_eBooks,-,-
National,Asia,Cyprus,196,Loans_audio_books,-,-
National,Asia,Cyprus,196,Loans_downloads,-,-
National,Asia,Georgia,268,Libraries,17,2017
National,Asia,Georgia,268,Internet_Access,17,2017
National,Asia,Georgia,268,Staff,476,2017
National,Asia,Georgia,268,Volunteers,20,2017
National,Asia,Georgia,268,Users,91041,2017
National,Asia,Georgia,268,Visits,10000,2017
National,Asia,Georgia,268,Loans_books,815793815,2017
National,Asia,Georgia,268,Loans_documents,104,2017
National,Asia,Georgia,268,Loans_eBooks,28926,2017
National,Asia,Georgia,268,Loans_audio_books,200,2017
National,Asia,Georgia,268,Loans_downloads,5283,2017
National,Asia,India,356,Libraries,7,2017
National,Asia,India,356,Internet_Access,1,2017
National,Asia,India,356,Staff,241,2015
National,Asia,India,356,Volunteers,-,-
National,Asia,India,356,Users,56000,2015
National,Asia,India,356,Visits,1500,2015
National,Asia,India,356,Loans_books,-,-
National,Asia,India,356,Loans_documents,-,-
National,Asia,India,356,Loans_eBooks,-,-
National,Asia,India,356,Loans_audio_books,-,-
National,Asia,India,356,Loans_downloads,-,-
National,Asia,Indonesia,360,Libraries,4,2018
National,Asia,Indonesia,360,Internet_Access,-,-
National,Asia,Indonesia,360,Staff,-,-
National,Asia,Indonesia,360,Volunteers,-,-
National,Asia,Indonesia,360,Users,230987,2018
National,Asia,Indonesia,360,Visits,7256431,2018
National,Asia,Indonesia,360,Loans_books,600000,2018
National,Asia,Indonesia,360,Loans_documents,-,-
National,Asia,Indonesia,360,Loans_eBooks,-,-
National,Asia,Indonesia,360,Loans_audio_books,-,-
National,Asia,Indonesia,360,Loans_downloads,-,-
National,Asia,Iran (Islamic Republic of),364,Libraries,12,2017
National,Asia,Iran (Islamic Republic of),364,Internet_Access,-,-
National,Asia,Iran (Islamic Republic of),364,Staff,1300,2017
National,Asia,Iran (Islamic Republic of),364,Volunteers,-,-
National,Asia,Iran (Islamic Republic of),364,Users,206000,2017
National,Asia,Iran (Islamic Republic of),364,Visits,-,-
National,Asia,Iran (Islamic Republic of),364,Loans_books,191355,2016
National,Asia,Iran (Islamic Republic of),364,Loans_documents,-,-
National,Asia,Iran (Islamic Republic of),364,Loans_eBooks,-,-
National,Asia,Iran (Islamic Republic of),364,Loans_audio_books,-,-
National,Asia,Iran (Islamic Republic of),364,Loans_downloads,-,-
National,Asia,Iraq,368,Libraries,1,2019
National,Asia,Iraq,368,Internet_Access,1,2019
National,Asia,Iraq,368,Staff,100,2019
National,Asia,Iraq,368,Volunteers,N/A,2019
National,Asia,Iraq,368,Users,-,-
National,Asia,Iraq,368,Visits,1700,2019
National,Asia,Iraq,368,Loans_books,500,2019
National,Asia,Iraq,368,Loans_documents,500,2019
National,Asia,Iraq,368,Loans_eBooks,300,2019
National,Asia,Iraq,368,Loans_audio_books,N/A,2019
National,Asia,Iraq,368,Loans_downloads,3600,2019
National,Asia,Israel,376,Libraries,1,2018
National,Asia,Israel,376,Internet_Access,1,2018
National,Asia,Israel,376,Staff,194,2018
National,Asia,Israel,376,Volunteers,26,2018
National,Asia,Israel,376,Users,65000,2018
National,Asia,Israel,376,Visits,35000,2018
National,Asia,Israel,376,Loans_books,48000,2018
National,Asia,Israel,376,Loans_documents,-,-
National,Asia,Israel,376,Loans_eBooks,-,-
National,Asia,Israel,376,Loans_audio_books,-,-
National,Asia,Israel,376,Loans_downloads,-,-
National,Asia,Japan,392,Libraries,36,2018
National,Asia,Japan,392,Internet_Access,3,2018
National,Asia,Japan,392,Staff,888,2018
National,Asia,Japan,392,Volunteers,N/A,2018
National,Asia,Japan,392,Users,450809,2018
National,Asia,Japan,392,Visits,791710,2018
National,Asia,Japan,392,Loans_books,-,-
National,Asia,Japan,392,Loans_documents,-,-
National,Asia,Japan,392,Loans_eBooks,-,-
National,Asia,Japan,392,Loans_audio_books,-,-
National,Asia,Japan,392,Loans_downloads,-,-
National,Asia,Kazakhstan,398,Libraries,2,2019
National,Asia,Kazakhstan,398,Internet_Access,2,2019
National,Asia,Kazakhstan,398,Staff,421,2018
National,Asia,Kazakhstan,398,Volunteers,N/A,2018
National,Asia,Kazakhstan,398,Users,95862,2018
National,Asia,Kazakhstan,398,Visits,1130626,2018
National,Asia,Kazakhstan,398,Loans_books,2893596,2018
National,Asia,Kazakhstan,398,Loans_documents,-,-
National,Asia,Kazakhstan,398,Loans_eBooks,-,-
National,Asia,Kazakhstan,398,Loans_audio_books,-,-
National,Asia,Kazakhstan,398,Loans_downloads,-,-
National,Asia,Malaysia,458,Libraries,1,2018
National,Asia,Malaysia,458,Internet_Access,1,2018
National,Asia,Malaysia,458,Staff,1676,2019
National,Asia,Malaysia,458,Volunteers,-,-
National,Asia,Malaysia,458,Users,1876084,2018
National,Asia,Malaysia,458,Visits,412106,2018
National,Asia,Malaysia,458,Loans_books,367589,2018
National,Asia,Malaysia,458,Loans_documents,-,-
National,Asia,Malaysia,458,Loans_eBooks,115575,2018
National,Asia,Malaysia,458,Loans_audio_books,-,-
National,Asia,Malaysia,458,Loans_downloads,1190374,2016
National,Asia,Mongolia,496,Libraries,2,2018
National,Asia,Mongolia,496,Internet_Access,1,2018
National,Asia,Mongolia,496,Staff,82,2018
National,Asia,Mongolia,496,Volunteers,8,2018
National,Asia,Mongolia,496,Users,70550,2016
National,Asia,Mongolia,496,Visits,34319,2018
National,Asia,Mongolia,496,Loans_books,100367,2018
National,Asia,Mongolia,496,Loans_documents,6100,2016
National,Asia,Mongolia,496,Loans_eBooks,5250,2016
National,Asia,Mongolia,496,Loans_audio_books,-,-
National,Asia,Mongolia,496,Loans_downloads,-,-
National,Asia,Nepal,524,Libraries,1,2015
National,Asia,Nepal,524,Internet_Access,1,2015
National,Asia,Nepal,524,Staff,23,2015
National,Asia,Nepal,524,Volunteers,-,-
National,Asia,Nepal,524,Users,-,-
National,Asia,Nepal,524,Visits,15000,2015
National,Asia,Nepal,524,Loans_books,-,-
National,Asia,Nepal,524,Loans_documents,-,-
National,Asia,Nepal,524,Loans_eBooks,-,-
National,Asia,Nepal,524,Loans_audio_books,-,-
National,Asia,Nepal,524,Loans_downloads,-,-
National,Asia,Oman,512,Libraries,N/A,2017
National,Asia,Oman,512,Internet_Access,N/A,2017
National,Asia,Oman,512,Staff,N/A,2017
National,Asia,Oman,512,Volunteers,N/A,2017
National,Asia,Oman,512,Users,N/A,2017
National,Asia,Oman,512,Visits,N/A,2017
National,Asia,Oman,512,Loans_books,N/A,2017
National,Asia,Oman,512,Loans_documents,N/A,2017
National,Asia,Oman,512,Loans_eBooks,N/A,2017
National,Asia,Oman,512,Loans_audio_books,N/A,2017
National,Asia,Oman,512,Loans_downloads,N/A,2017
National,Asia,Pakistan,586,Libraries,1,2019
National,Asia,Pakistan,586,Internet_Access,-,-
National,Asia,Pakistan,586,Staff,-,-
National,Asia,Pakistan,586,Volunteers,-,-
National,Asia,Pakistan,586,Users,-,-
National,Asia,Pakistan,586,Visits,-,-
National,Asia,Pakistan,586,Loans_books,-,-
National,Asia,Pakistan,586,Loans_documents,-,-
National,Asia,Pakistan,586,Loans_eBooks,-,-
National,Asia,Pakistan,586,Loans_audio_books,-,-
National,Asia,Pakistan,586,Loans_downloads,-,-
National,Asia,Qatar,634,Libraries,1,2017
National,Asia,Qatar,634,Internet_Access,1,2017
National,Asia,Qatar,634,Staff,158,2017
National,Asia,Qatar,634,Volunteers,-,-
National,Asia,Qatar,634,Users,30000,2017
National,Asia,Qatar,634,Visits,-,-
